source	id	datetime	species	area_cover[-]	area_fraction[-]	n_tree[ha-1]	vol_tree[m3ha-1]	h_max[m]	h_min[m]	diam_ground[m]	diam_breast[m]	depth[m]	sla[m2kg-1]	lai[-]	crown_diam_ratio[-]	sap_fol_ratio[-]	branch_fraction[-]	DW_stem_wood[kgm-2]	DW_branch_wood[kgm-2]	DW_root_wood[kgm-2]
setup	0	2005-01-20 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.6532	1	0	0	0	0	0
setup	0	2005-01-20 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-20 23:00:00	ACTO	1	0.254321	49.9945	56.984	20	15.5854	0.805201	0.4	1.5	96.3155	0.0445802	20.1199	35.4241	0.200036	4.04164	1.01064	8.2432
setup	0	2005-01-20 23:00:00	:ALL:	1	1.09432	49.9945	56.984	20	15.5854	0.805201	0.4	1.5	2472.32	17.6116	20.1199	35.4241	0.200036	4.04164	1.01064	8.2432
setup	0	2005-01-21 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.8882	1	0	0	0	0	0
setup	0	2005-01-21 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.6604	1	0	0	0	0	0
setup	0	2005-01-21 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-21 23:00:00	ACTO	1	0.254319	49.9942	56.9799	20	15.5854	0.805201	0.4	1.5	96.3155	0.0476911	20.1199	35.4241	0.200036	4.04126	1.01054	8.24242
setup	0	2005-01-21 23:00:00	:ALL:	1	1.09432	49.9942	56.9799	20	15.5854	0.805201	0.4	1.5	2472.32	17.5962	20.1199	35.4241	0.200036	4.04126	1.01054	8.24242
setup	0	2005-01-22 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.86158	1	0	0	0	0	0
setup	0	2005-01-22 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.6776	1	0	0	0	0	0
setup	0	2005-01-22 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
