source,id,datetime,irri[mm],prec[mm],throughfall[mm],evapot[mm],potential_transpiration[mm],transp[mm],evacep[mm],evasoil[mm],evasurfacewater[mm],runoff[mm],percol[mm],infiltration[mm],groundwateraccess[mm],groundwaterloss[mm],capillaryrise[mm],snow_height[mm],snow[mmh2oeq],surfacewater[mm],soil_water[mm],root_soil_water[mm],leafwater[mm],soilwater_floor[%],soilwater_5cm[%],soilwater_10cm[%],soilwater_15cm[%],soilwater_20cm[%],soilwater_30cm[%],soilwater_40cm[%],soilwater_50cm[%],soilwater_60cm[%],soilwater_80cm[%],soilwater_100cm[%],soilwater_120cm[%],capillary_pressure_5cm[hPa],capillary_pressure_10cm[hPa],capillary_pressure_15cm[hPa],capillary_pressure_20cm[hPa],capillary_pressure_30cm[hPa],capillary_pressure_50cm[hPa],capillary_pressure_100cm[hPa],groundwaterdepth[m],irrigationreservoir[m],plant_waterdeficit[m]
setup,0,2023-06-09 23:00:00,0,0,0,0,0,0,0,0,0,0,1.46046e-08,0,0,0,0,135.868,27.1736,0,1070.37,0,0,31.5692,30.6866,30.6727,29.1211,29.0706,28.884,34.402,34.1772,34.0373,33.3127,39.3927,38.7264,0.0952158,0.0952812,0.106299,0.106613,0.107781,0.0828459,0.0609735,99,0,0
setup,0,2023-06-10 23:00:00,0,0,0,0,0,0,0,0,0,0,1.64473e-06,0,0,0,0,135.868,27.1736,0,1070.37,0,0,31.5697,30.6465,30.6322,29.0817,29.0301,28.841,34.3494,34.1267,33.9892,33.2825,39.3808,38.7347,0.0954039,0.0954712,0.106544,0.106865,0.108053,0.0830859,0.0610268,99,0,0
setup,0,2023-06-11 23:00:00,0,2.38997,2.38997,0,0,0,0,0,0,0,1.43769e-05,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5702,30.6055,30.5909,29.042,28.9896,28.7988,34.2988,34.0787,33.9436,33.254,39.3693,38.7421,0.0955963,0.095665,0.106791,0.107118,0.108319,0.0833149,0.0610788,99,0,0
setup,0,2023-06-12 23:00:00,0,0,0,0,0,0,0,0,0,0,4.85624e-05,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5707,30.564,30.5493,29.0019,28.9491,28.7576,34.25,34.0327,33.9,33.2269,39.358,38.7487,0.0957916,0.0958611,0.107041,0.107372,0.108581,0.0835341,0.0611293,99,0,0
setup,0,2023-06-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000104737,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5712,30.5222,30.5074,28.9619,28.9089,28.7173,34.203,33.9887,33.8584,33.201,39.3471,38.7546,0.0959887,0.0960588,0.107292,0.107625,0.108837,0.0837445,0.0611785,99,0,0
setup,0,2023-06-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000177398,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5716,30.4803,30.4654,28.9219,28.8689,28.6778,34.1576,33.9464,33.8185,33.1763,39.3364,38.7598,0.0961866,0.0962571,0.107543,0.107877,0.109089,0.0839469,0.0612263,99,0,0
setup,0,2023-06-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000260258,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5721,30.4384,30.4235,28.8822,28.8293,28.6392,34.1136,33.9057,33.7802,33.1526,39.3261,38.7646,0.0963848,0.0964553,0.107793,0.108127,0.109335,0.084142,0.0612729,99,0,0
setup,0,2023-06-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000348251,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5726,30.3967,30.3818,28.8427,28.7901,28.6014,34.071,33.8665,33.7433,33.1299,39.316,38.7689,0.0965825,0.0966529,0.108042,0.108375,0.109577,0.0843304,0.0613182,99,0,0
setup,0,2023-06-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000437774,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5731,30.3552,30.3405,28.8036,28.7514,28.5644,34.0296,33.8285,33.7078,33.108,39.3061,38.7727,0.0967793,0.0968494,0.108289,0.10862,0.109815,0.0845128,0.0613625,99,0,0
setup,0,2023-06-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000526409,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.5735,30.3141,30.2995,28.765,28.7132,28.5282,33.9894,33.7918,33.6734,33.0869,39.2965,38.7761,0.0969746,0.0970443,0.108534,0.108863,0.110048,0.0846894,0.0614057,99,0,0
setup,0,2023-06-19 23:00:00,0,0,0,0,0,0,0,0,0,0,0.00061259,0,0,0,0,147.818,29.5636,0,1070.37,0,0,31.574,30.2735,30.259,28.7268,28.6756,28.4927,33.9504,33.7562,33.6401,33.0665,39.2871,38.7791,0.0971683,0.0972374,0.108776,0.109103,0.110276,0.0848608,0.061448,99,0,0
setup,0,2023-06-20 23:00:00,0,9.17193,9.17193,0,0,0,0,0,0,0,0.000695335,0,0,0,0,193.678,38.7355,0,1070.37,0,0,31.5745,30.2333,30.219,28.6892,28.6385,28.4581,33.9123,33.7217,33.6079,33.0468,39.2779,38.7818,0.09736,0.0974285,0.109016,0.109339,0.1105,0.0850272,0.0614895,99,0,0
setup,0,2023-06-21 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000774057,0,0,0,0,193.678,38.7355,0,1070.36,0,0,31.5749,30.1937,30.1795,28.6521,28.6021,28.4242,33.8753,33.6882,33.5767,33.0277,39.2688,38.784,0.0975494,0.0976172,0.109252,0.109572,0.11072,0.085189,0.0615303,99,0,0
setup,0,2023-06-22 23:00:00,0,9.69158,9.69158,0,0,0,0,0,0,0,0.000848435,0,0,0,0,242.135,48.4271,0,1070.36,0,0,31.5754,30.1546,30.1406,28.6157,28.5663,28.391,33.8393,33.6556,33.5463,33.0091,39.2599,38.786,0.0977364,0.0978034,0.109486,0.109802,0.110936,0.0853465,0.0615704,99,0,0
setup,0,2023-06-23 23:00:00,0,0,0,0,0,0,0,0,0,0,0.000918325,0,0,0,0,242.135,48.4271,0,1070.36,0,0,31.5759,30.1162,30.1024,28.5798,28.5312,28.3585,33.8041,33.6239,33.5168,32.991,39.2511,38.7876,0.0979209,0.0979871,0.109716,0.110028,0.111147,0.0854999,0.06161,99,0,0
setup,0,2023-06-24 23:00:00,0,5.50721,5.50721,0,0,0,0,0,0,0,0.000983704,0,0,0,0,269.672,53.9343,0,1070.36,0,0,31.5764,30.0783,30.0647,28.5445,28.4966,28.3267,33.7698,33.5931,33.4881,32.9735,39.2424,38.7889,0.0981027,0.098168,0.109943,0.110251,0.111354,0.0856494,0.061649,99,0,0
setup,0,2023-06-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0.00104463,0,0,0,0,269.672,53.9343,0,1070.36,0,0,31.5769,30.0411,30.0277,28.5099,28.4628,28.2956,33.7364,33.563,33.4601,32.9563,39.2338,38.7899,0.0982818,0.0983461,0.110166,0.11047,0.111557,0.0857952,0.0616877,99,0,0
