row,time,.lai.sim.val
633,2019-09-26T23:00:00,0.0127095
634,2019-09-27T23:00:00,0.0157145
635,2019-09-28T23:00:00,0.0193386
636,2019-09-29T23:00:00,0.0236863
637,2019-09-30T23:00:00,0.0288721
638,2019-10-01T23:00:00,0.035026
639,2019-10-02T23:00:00,0.0422899
640,2019-10-03T23:00:00,0.0508185
641,2019-10-04T23:00:00,0.060777199999999997
642,2019-10-05T23:00:00,0.0723437
643,2019-10-06T23:00:00,0.0857033
644,2019-10-07T23:00:00,0.101051
645,2019-10-08T23:00:00,0.11858599999999998
646,2019-10-09T23:00:00,0.138511
647,2019-10-10T23:00:00,0.161024
648,2019-10-11T23:00:00,0.186316
649,2019-10-12T23:00:00,0.21457199999999998
650,2019-10-13T23:00:00,0.245962
651,2019-10-14T23:00:00,0.280631
652,2019-10-15T23:00:00,0.318703
653,2019-10-16T23:00:00,0.36026199999999997
654,2019-10-17T23:00:00,0.405359
655,2019-10-18T23:00:00,0.45399300000000004
656,2019-10-19T23:00:00,0.506116
657,2019-10-20T23:00:00,0.5616260000000001
658,2019-10-21T23:00:00,0.620374
659,2019-10-22T23:00:00,0.682129
660,2019-10-23T23:00:00,0.746572
661,2019-10-24T23:00:00,0.81329
662,2019-10-25T23:00:00,0.8818010000000001
663,2019-10-26T23:00:00,0.9516209999999999
664,2019-10-27T23:00:00,1.02209
665,2019-10-28T23:00:00,1.09267
666,2019-10-29T23:00:00,1.16257
667,2019-10-30T23:00:00,1.2311
668,2019-10-31T23:00:00,1.2973299999999999
